from,to,type,name,oneway,length,source_feature
173,1346,road,,unknown,1.3800192815879153,636
174,1350,road,,unknown,4.447712199453873,637
1350,174,road,,unknown,4.447712199453873,637
1350,175,road,,unknown,1.38012076705241,638
175,1350,road,,unknown,1.38012076705241,638
176,1354,road,,unknown,21.81688056591851,639
1354,176,road,,unknown,21.81688056591851,639
1354,390,road,,unknown,1.3799933527291934,640
390,1354,road,,unknown,1.3799933527291934,640
178,1363,road,,unknown,184.56970778479277,641
1363,178,road,,unknown,184.56970778479277,641
1363,179,road,,unknown,1.377920618615653,642
179,1363,road,,unknown,1.377920618615653,642
180,1370,road,,unknown,32.528317129737005,643
1370,180,road,,unknown,32.528317129737005,643
1370,109,road,,unknown,1.3756471121014315,644
109,1370,road,,unknown,1.3756471121014315,644
182,1376,road,,unknown,29.83350242211396,645
1376,182,road,,unknown,29.83350242211396,645
1376,183,road,,unknown,1.3772577627280889,646
183,1376,road,,unknown,1.3772577627280889,646
184,1380,road,,unknown,32.17703541715446,647
1380,184,road,,unknown,32.17703541715446,647
1380,7,road,,unknown,1.376329034266479,648
7,1380,road,,unknown,1.376329034266479,648
186,1384,road,,unknown,2.474368410445786,649
1384,186,road,,unknown,2.474368410445786,649
1384,187,road,,unknown,1.3766632147412285,650
187,1384,road,,unknown,1.3766632147412285,650
188,1389,road,,unknown,41.84094322977744,651
1389,188,road,,unknown,41.84094322977744,651
1389,189,road,,unknown,1.3777716336769736,652
189,1389,road,,unknown,1.3777716336769736,652
190,1393,road,,unknown,4.736233292127581,653
1393,190,road,,unknown,4.736233292127581,653
1393,245,road,,unknown,1.3747048686974948,654
245,1393,road,,unknown,1.3747048686974948,654
192,1397,road,,unknown,50.449423630761544,655
1397,192,road,,unknown,50.449423630761544,655
1397,364,road,,unknown,1.3722694612020696,656
364,1397,road,,unknown,1.3722694612020696,656
194,1402,road,,unknown,29.783793766218928,657
1402,194,road,,unknown,29.783793766218928,657
1402,1404,road,,unknown,1.3813321906812381,658
1404,1402,road,,unknown,1.3813321906812381,658
196,1406,road,,unknown,12.505005984758997,659
1406,196,road,,unknown,12.505005984758997,659
1406,197,road,,unknown,1.3755484756852168,660
197,1406,road,,unknown,1.3755484756852168,660
198,1411,road,,unknown,17.2249168008041,661
1411,198,road,,unknown,17.2249168008041,661
1411,199,road,,unknown,1.379690139226726,662
199,1411,road,,unknown,1.379690139226726,662
200,1415,road,,unknown,34.03122907682511,663
1415,200,road,,unknown,34.03122907682511,663
1415,155,road,,unknown,1.3780626618466,664
155,1415,road,,unknown,1.3780626618466,664
202,1419,road,,unknown,13.52404774162586,665
1419,202,road,,unknown,13.52404774162586,665
1419,203,road,,unknown,1.377834582363754,666
203,1419,road,,unknown,1.377834582363754,666
204,1423,road,,unknown,0.35841793812966877,667
1423,204,road,,unknown,0.35841793812966877,667
1423,205,road,,unknown,1.0196947745599523,668
205,1423,road,,unknown,1.0196947745599523,668
206,1427,road,,unknown,31.6333040744172,669
1427,206,road,,unknown,31.6333040744172,669
1427,159,road,,unknown,1.3783061807385364,670
159,1427,road,,unknown,1.3783061807385364,670
208,1431,road,,unknown,7.442652099956219,671
1431,208,road,,unknown,7.442652099956219,671
1431,209,road,,unknown,1.3788704465048334,672
209,1431,road,,unknown,1.3788704465048334,672
210,1435,road,,unknown,7.381725152263624,673
1435,210,road,,unknown,7.381725152263624,673
1435,1437,road,,unknown,1.3771760126837933,674
1437,1435,road,,unknown,1.3771760126837933,674
212,1439,road,,unknown,8.762048217877668,675
1439,212,road,,unknown,8.762048217877668,675
1439,213,road,,unknown,1.3780111326683133,676
213,1439,road,,unknown,1.3780111326683133,676
214,1443,road,,unknown,6.021586743571185,677
1443,214,road,,unknown,6.021586743571185,677
1443,1445,road,,unknown,1.3771242582830623,678
1445,1443,road,,unknown,1.3771242582830623,678
1446,1447,road,,unknown,11.48567253586939,679
1447,1446,road,,unknown,11.48567253586939,679
1447,215,road,,unknown,1.3761729455457885,680
215,1447,road,,unknown,1.3761729455457885,680
216,1452,road,,unknown,19.284372059526625,681
1452,216,road,,unknown,19.284372059526625,681
1452,213,road,,unknown,1.3795433102600732,682
213,1452,road,,unknown,1.3795433102600732,682
218,1456,road,,unknown,30.65080904463394,683
1456,218,road,,unknown,30.65080904463394,683
1456,161,road,,unknown,1.3786868416536722,684
161,1456,road,,unknown,1.3786868416536722,684
220,1461,road,,unknown,63.6157877539783,685
1461,220,road,,unknown,63.6157877539783,685
1461,197,road,,unknown,1.3809558930026502,686
197,1461,road,,unknown,1.3809558930026502,686
222,1465,road,,unknown,40.649572195568155,687
1465,222,road,,unknown,40.649572195568155,687
1465,223,road,,unknown,1.3788430311415039,688
223,1465,road,,unknown,1.3788430311415039,688
224,1469,road,,unknown,32.198626167059025,689
1469,224,road,,unknown,32.198626167059025,689
1469,1471,road,,unknown,1.3800616324404462,690
1471,1469,road,,unknown,1.3800616324404462,690
226,1473,road,,unknown,1.1024846634750416,691
1473,226,road,,unknown,1.1024846634750416,691
1473,223,road,,unknown,1.3778082826737759,692
223,1473,road,,unknown,1.3778082826737759,692
228,1478,road,,unknown,20.692681085795652,693
1478,228,road,,unknown,20.692681085795652,693
1478,209,road,,unknown,1.3767931303887722,694
209,1478,road,,unknown,1.3767931303887722,694
230,1482,road,,unknown,30.849099527200707,695
1482,230,road,,unknown,30.849099527200707,695
1482,153,road,,unknown,1.3783343450592889,696
153,1482,road,,unknown,1.3783343450592889,696
232,1487,road,,unknown,31.013770700685154,697
1487,232,road,,unknown,31.013770700685154,697
1487,1489,road,,unknown,1.3768083366849202,698
1489,1487,road,,unknown,1.3768083366849202,698
1490,1500,road,,unknown,497.3607557716916,699
1500,1490,road,,unknown,497.3607557716916,699
1500,187,road,,unknown,1.3763864528592749,700
187,1500,road,,unknown,1.3763864528592749,700
1503,1504,road,,unknown,45.22127132108207,701
1504,1503,road,,unknown,45.22127132108207,701
1504,233,road,,unknown,1.3798243988218704,702
233,1504,road,,unknown,1.3798243988218704,702
234,1508,road,,unknown,44.789290944509325,703
1508,234,road,,unknown,44.789290944509325,703
1508,235,road,,unknown,1.3790773801836305,704
235,1508,road,,unknown,1.3790773801836305,704
236,1512,road,,unknown,4.605060224232718,705
1512,236,road,,unknown,4.605060224232718,705
1512,237,road,,unknown,1.380399276324333,706
237,1512,road,,unknown,1.380399276324333,706
238,1531,road,,unknown,279.60397168297493,707
1531,238,road,,unknown,279.60397168297493,707
1531,239,road,,unknown,1.3761979907467732,708
239,1531,road,,unknown,1.3761979907467732,708
240,1535,road,,unknown,48.634767156379716,709
1535,240,road,,unknown,48.634767156379716,709
1535,191,road,,unknown,1.3745776992114034,710
191,1535,road,,unknown,1.3745776992114034,710
242,1543,road,,unknown,274.3296957396796,711
1543,242,road,,unknown,274.3296957396796,711
1543,243,road,,unknown,1.3785602823024001,712
243,1543,road,,unknown,1.3785602823024001,712
244,1549,road,,unknown,277.2335431667044,713
1549,244,road,,unknown,277.2335431667044,713
246,1551,road,,unknown,11.999116856750693,714
1551,246,road,,unknown,11.999116856750693,714
1551,247,road,,unknown,1.3764534394735801,715
247,1551,road,,unknown,1.3764534394735801,715
248,1555,road,,unknown,0.7915989640452413,716
1555,248,road,,unknown,0.7915989640452413,716
1555,191,road,,unknown,0.5848914646318628,717
191,1555,road,,unknown,0.5848914646318628,717
250,1560,road,,unknown,58.19755074681815,718
1560,250,road,,unknown,58.19755074681815,718
1560,705,road,,unknown,1.3728479580478419,719
705,1560,road,,unknown,1.3728479580478419,719
252,1570,road,,unknown,108.30284968941008,720
1570,252,road,,unknown,108.30284968941008,720
254,1591,road,,unknown,484.60338891150315,721
1591,254,road,,unknown,484.60338891150315,721
256,1595,road,,unknown,59.93272810498619,722
1595,256,road,,unknown,59.93272810498619,722
1595,261,road,,unknown,1.3813459266962311,723
261,1595,road,,unknown,1.3813459266962311,723
258,1600,road,,unknown,17.450022906879838,724
1600,258,road,,unknown,17.450022906879838,724
1600,249,road,,unknown,1.3821429014118878,725
249,1600,road,,unknown,1.3821429014118878,725
260,1604,road,,unknown,0.8423525921016476,726
1604,260,road,,unknown,0.8423525921016476,726
1604,185,road,,unknown,1.3741432815257715,727
185,1604,road,,unknown,1.3741432815257715,727
262,1610,road,,unknown,19.845823310467434,728
1610,262,road,,unknown,19.845823310467434,728
1610,263,road,,unknown,1.3767769496663824,729
263,1610,road,,unknown,1.3767769496663824,729
264,1614,road,,unknown,0.45072355124225105,730
1614,264,road,,unknown,0.45072355124225105,730
1614,364,road,,unknown,0.9263301765307802,731
364,1614,road,,unknown,0.9263301765307802,731
266,1618,road,,unknown,113.98575557061466,732
1618,266,road,,unknown,113.98575557061466,732
1618,267,road,,unknown,1.3791872009026311,733
267,1618,road,,unknown,1.3791872009026311,733
268,1622,road,,unknown,9.228925878280862,734
1622,268,road,,unknown,9.228925878280862,734
1622,269,road,,unknown,1.3764370909575159,735
269,1622,road,,unknown,1.3764370909575159,735
270,1626,road,,unknown,77.50495101133087,736
1626,270,road,,unknown,77.50495101133087,736
1626,271,road,,unknown,1.3802607698092424,737
271,1626,road,,unknown,1.3802607698092424,737
272,1630,road,,unknown,130.5573546485739,738
1630,272,road,,unknown,130.5573546485739,738
1630,147,road,,unknown,1.380225845597059,739
147,1630,road,,unknown,1.380225845597059,739
274,1634,road,,unknown,163.9661096902832,740
1634,274,road,,unknown,163.9661096902832,740
1634,275,road,,unknown,1.3797674777213362,741
275,1634,road,,unknown,1.3797674777213362,741
276,1638,road,,unknown,41.53576034297755,742
1638,276,road,,unknown,41.53576034297755,742
1638,277,road,,unknown,1.379827061397089,743
277,1638,road,,unknown,1.379827061397089,743
278,1642,road,,unknown,71.37922075257164,744
1642,278,road,,unknown,71.37922075257164,744
280,1644,road,,unknown,12.44125872854953,745
1644,280,road,,unknown,12.44125872854953,745
1644,281,road,,unknown,1.3737212408487958,746
281,1644,road,,unknown,1.3737212408487958,746
282,1648,road,,unknown,3.7692944227423735,747
1648,282,road,,unknown,3.7692944227423735,747
1648,359,road,,unknown,1.3736908106439802,748
359,1648,road,,unknown,1.3736908106439802,748
284,1655,road,,unknown,94.90850461498464,749
1655,284,road,,unknown,94.90850461498464,749
1655,285,road,,unknown,1.3776769972591447,750
285,1655,road,,unknown,1.3776769972591447,750
286,1659,road,,unknown,5.258368738718098,751
1659,286,road,,unknown,5.258368738718098,751
1659,287,road,,unknown,1.3776216560880854,752
287,1659,road,,unknown,1.3776216560880854,752
290,1663,road,,unknown,0.9703355819462193,753
1663,290,road,,unknown,0.9703355819462193,753
1663,291,road,,unknown,1.377756739602568,754
291,1663,road,,unknown,1.377756739602568,754
292,1667,road,,unknown,59.2654753402254,755
1667,292,road,,unknown,59.2654753402254,755
1667,293,road,,unknown,1.376969546568845,756
293,1667,road,,unknown,1.376969546568845,756
294,1671,road,,unknown,23.673658352342372,757
1671,294,road,,unknown,23.673658352342372,757
1671,175,road,,unknown,1.3789795200910788,758
175,1671,road,,unknown,1.3789795200910788,758
296,1675,road,,unknown,3.544758841237325,759
1675,296,road,,unknown,3.544758841237325,759
1675,297,road,,unknown,1.3757778219214671,760
297,1675,road,,unknown,1.3757778219214671,760
298,1681,road,,unknown,44.2127212536081,761
1681,298,road,,unknown,44.2127212536081,761
1681,299,road,,unknown,1.3726990943070811,762
299,1681,road,,unknown,1.3726990943070811,762
300,1685,road,,unknown,1.3166003141562184,763
1685,300,road,,unknown,1.3166003141562184,763
1685,61,road,,unknown,1.3726671050136172,764
61,1685,road,,unknown,1.3726671050136172,764
302,1694,road,,unknown,54.93636300567665,765
1694,302,road,,unknown,54.93636300567665,765
1694,899,road,,unknown,1.3782984882574163,766
899,1694,road,,unknown,1.3782984882574163,766
1697,1705,road,,unknown,61.65426580205619,767
1705,1697,road,,unknown,61.65426580205619,767
1705,1404,road,,unknown,1.3794935374113784,768
1404,1705,road,,unknown,1.3794935374113784,768
304,1717,road,,unknown,269.98171255898075,769
1717,304,road,,unknown,269.98171255898075,769
1717,305,road,,unknown,1.375065463745148,770
305,1717,road,,unknown,1.375065463745148,770
306,1721,road,,unknown,8.945906214475118,771
1721,306,road,,unknown,8.945906214475118,771
1721,309,road,,unknown,1.3756968454572989,772
309,1721,road,,unknown,1.3756968454572989,772
308,1738,road,,unknown,301.9000765134333,773
1738,308,road,,unknown,301.9000765134333,773
1738,538,road,,unknown,1.375241630871757,774
538,1738,road,,unknown,1.375241630871757,774
310,1742,road,,unknown,28.679634002172982,775
1742,310,road,,unknown,28.679634002172982,775
1742,671,road,,unknown,1.3715861934464981,776
671,1742,road,,unknown,1.3715861934464981,776
312,1747,road,,unknown,52.417340100167046,777
1747,312,road,,unknown,52.417340100167046,777
1747,307,road,,unknown,1.3734975623657255,778
307,1747,road,,unknown,1.3734975623657255,778
314,1761,road,,unknown,112.03554389294314,779
1761,314,road,,unknown,112.03554389294314,779
1761,315,road,,unknown,1.376810681521193,780
315,1761,road,,unknown,1.376810681521193,780
316,1766,road,,unknown,17.041553219036047,781
1766,316,road,,unknown,17.041553219036047,781
1766,317,road,,unknown,1.3716337953666098,782
317,1766,road,,unknown,1.3716337953666098,782
318,1770,road,,unknown,4.944457283594486,783
1770,318,road,,unknown,4.944457283594486,783
1770,360,road,,unknown,1.3743506702893795,784
360,1770,road,,unknown,1.3743506702893795,784
320,1774,road,,unknown,2.987701464409212,785
1774,320,road,,unknown,2.987701464409212,785
1774,321,road,,unknown,1.3746295225734884,786
321,1774,road,,unknown,1.3746295225734884,786
322,1780,road,,unknown,58.82635790657635,787
1780,322,road,,unknown,58.82635790657635,787
1780,323,road,,unknown,1.3760305549330873,788
323,1780,road,,unknown,1.3760305549330873,788
324,1786,road,,unknown,41.00306755484202,789
1786,324,road,,unknown,41.00306755484202,789
1786,325,road,,unknown,1.3751325617306605,790
325,1786,road,,unknown,1.3751325617306605,790
326,1797,road,,unknown,137.8943850007775,791
1797,326,road,,unknown,137.8943850007775,791
1797,327,road,,unknown,1.379093063020658,792
327,1797,road,,unknown,1.379093063020658,792
328,1803,road,,unknown,224.16648421037493,793
1803,328,road,,unknown,224.16648421037493,793
1803,329,road,,unknown,1.3789199687309612,794
329,1803,road,,unknown,1.3789199687309612,794
330,1808,road,,unknown,162.2424365913638,795
1808,330,road,,unknown,162.2424365913638,795
1808,331,road,,unknown,1.3795335515614675,796
331,1808,road,,unknown,1.3795335515614675,796
332,1814,road,,unknown,41.797761210876196,797
1814,332,road,,unknown,41.797761210876196,797
1814,333,road,,unknown,1.3796961531356715,798
333,1814,road,,unknown,1.3796961531356715,798
334,1819,road,,unknown,71.17842886700865,799
1819,334,road,,unknown,71.17842886700865,799
365,1828,road,,unknown,135.65070378123787,800
1828,365,road,,unknown,135.65070378123787,800
1828,857,road,,unknown,1.373836556103255,801
857,1828,road,,unknown,1.373836556103255,801
367,1832,road,,unknown,36.54376153684287,802
1832,367,road,,unknown,36.54376153684287,802
1832,121,road,,unknown,1.3790432587733377,803
121,1832,road,,unknown,1.3790432587733377,803
369,1837,road,,unknown,31.87658008379702,804
1837,369,road,,unknown,31.87658008379702,804
1837,370,road,,unknown,1.38034076071705,805
370,1837,road,,unknown,1.38034076071705,805
371,1841,road,,unknown,7.637798463951607,806
1841,371,road,,unknown,7.637798463951607,806
1841,181,road,,unknown,1.3740727481526704,807
181,1841,road,,unknown,1.3740727481526704,807
373,1845,road,,unknown,46.694366956599,808
1845,373,road,,unknown,46.694366956599,808
375,1847,road,,unknown,77.12938374745804,809
1847,375,road,,unknown,77.12938374745804,809
1848,1850,road,,unknown,13.149455540073694,810
1850,1848,road,,unknown,13.149455540073694,810
1850,376,road,,unknown,1.3790098550179368,811
376,1850,road,,unknown,1.3790098550179368,811
377,1854,road,,unknown,0.5846410266609358,812
1854,377,road,,unknown,0.5846410266609358,812
1854,237,road,,unknown,0.7939362362171767,813
237,1854,road,,unknown,0.7939362362171767,813
379,1858,road,,unknown,2.427971126093207,814
1858,379,road,,unknown,2.427971126093207,814
1858,552,road,,unknown,1.377612233055043,815
552,1858,road,,unknown,1.377612233055043,815
381,1863,road,,unknown,51.03064276952791,816
1863,381,road,,unknown,51.03064276952791,816
1863,1404,road,,unknown,1.3753300416287422,817
1404,1863,road,,unknown,1.3753300416287422,817
383,1868,road,,unknown,13.773658988051949,818
1868,383,road,,unknown,13.773658988051949,818
1868,384,road,,unknown,1.3760579906166055,819
384,1868,road,,unknown,1.3760579906166055,819
385,1872,road,,unknown,1.1182992787213795,820
1872,385,road,,unknown,1.1182992787213795,820
1872,386,road,,unknown,0.2613000485339304,821
386,1872,road,,unknown,0.2613000485339304,821
387,1876,road,,unknown,9.150381670505828,822
1876,387,road,,unknown,9.150381670505828,822
1876,1878,road,,unknown,1.3794594275595367,823
1878,1876,road,,unknown,1.3794594275595367,823
389,1883,road,,unknown,14.593368477769427,824
1883,389,road,,unknown,14.593368477769427,824
1883,1885,road,,unknown,1.375812325390405,825
1885,1883,road,,unknown,1.375812325390405,825
1886,1888,road,,unknown,82.89388490596446,826
1888,1886,road,,unknown,82.89388490596446,826
1888,390,road,,unknown,1.3724809415620682,827
390,1888,road,,unknown,1.3724809415620682,827
391,1893,road,,unknown,10.86430485604998,828
1893,391,road,,unknown,10.86430485604998,828
1893,392,road,,unknown,1.3765742978209201,829
392,1893,road,,unknown,1.3765742978209201,829
393,1897,road,,unknown,1.1504990560311519,830
1897,393,road,,unknown,1.1504990560311519,830
1897,39,road,,unknown,1.3716598026791016,831
39,1897,road,,unknown,1.3716598026791016,831
395,1902,road,,unknown,5.50414805065007,832
1902,395,road,,unknown,5.50414805065007,832
1902,43,road,,unknown,1.3743383976032382,833
43,1902,road,,unknown,1.3743383976032382,833
397,1906,road,,unknown,1.7316676248797316,834
1906,397,road,,unknown,1.7316676248797316,834
1906,265,road,,unknown,1.3743346031654016,835
265,1906,road,,unknown,1.3743346031654016,835
399,1910,road,,unknown,2.332887520050536,836
1910,399,road,,unknown,2.332887520050536,836
1910,11,road,,unknown,1.3721322255398882,837
11,1910,road,,unknown,1.3721322255398882,837
401,1915,road,,unknown,11.219921889229068,838
1915,401,road,,unknown,11.219921889229068,838
1915,3,road,,unknown,1.3745720868777394,839
3,1915,road,,unknown,1.3745720868777394,839
403,1919,road,,unknown,1.9050983464678746,840
1919,403,road,,unknown,1.9050983464678746,840
1919,1921,road,,unknown,1.3760770647921836,841
1921,1919,road,,unknown,1.3760770647921836,841
405,1926,road,,unknown,16.74273027406444,842
1926,405,road,,unknown,16.74273027406444,842
1926,406,road,,unknown,1.3734181317970922,843
406,1926,road,,unknown,1.3734181317970922,843
407,1930,road,,unknown,1.133812056537803e-05,844
1930,407,road,,unknown,1.133812056537803e-05,844
1930,111,road,,unknown,1.3743676943320267,845
111,1930,road,,unknown,1.3743676943320267,845
409,1934,road,,unknown,5.768341094472906,846
1934,409,road,,unknown,5.768341094472906,846
1934,410,road,,unknown,1.3757819906554023,847
410,1934,road,,unknown,1.3757819906554023,847
411,1938,road,,unknown,2.6482374021625135,848
1938,411,road,,unknown,2.6482374021625135,848
1938,331,road,,unknown,1.3759845169641334,849
331,1938,road,,unknown,1.3759845169641334,849
413,1942,road,,unknown,2.689830073459588,850
1942,413,road,,unknown,2.689830073459588,850
1942,414,road,,unknown,1.3783925443335334,851
414,1942,road,,unknown,1.3783925443335334,851
415,1946,road,,unknown,5.5941795483092625,852
1946,415,road,,unknown,5.5941795483092625,852
1946,416,road,,unknown,1.3782158065819332,853
416,1946,road,,unknown,1.3782158065819332,853
417,1950,road,,unknown,2.7497644672719965,854
1950,417,road,,unknown,2.7497644672719965,854
1950,919,road,,unknown,1.37678685518406,855
919,1950,road,,unknown,1.37678685518406,855
419,1954,road,,unknown,3.0253052504728255,856
1954,419,road,,unknown,3.0253052504728255,856
1954,420,road,,unknown,1.3743515974559795,857
420,1954,road,,unknown,1.3743515974559795,857
421,1958,road,,unknown,5.2487077432905425,858
1958,421,road,,unknown,5.2487077432905425,858
1958,422,road,,unknown,1.3768030585897597,859
422,1958,road,,unknown,1.3768030585897597,859
423,1962,road,,unknown,2.7497695507884474,860
1962,423,road,,unknown,2.7497695507884474,860
1962,333,road,,unknown,1.3767799637657527,861
333,1962,road,,unknown,1.3767799637657527,861
425,1966,road,,unknown,2.441922748976925,862
1966,425,road,,unknown,2.441922748976925,862
1966,426,road,,unknown,1.37565693135604,863
426,1966,road,,unknown,1.37565693135604,863
427,1970,road,,unknown,7.095002208919716,864
1970,427,road,,unknown,7.095002208919716,864
1970,277,road,,unknown,1.3791907524439166,865
277,1970,road,,unknown,1.3791907524439166,865
429,1974,road,,unknown,2.8948687363852037,866
1974,429,road,,unknown,2.8948687363852037,866
1974,57,road,,unknown,1.381554166339672,867
57,1974,road,,unknown,1.381554166339672,867
431,1978,road,,unknown,7.297929055640161,868
1978,431,road,,unknown,7.297929055640161,868
1978,279,road,,unknown,1.3783139305459187,869
279,1978,road,,unknown,1.3783139305459187,869
433,1982,road,,unknown,6.070637418599626,870
1982,433,road,,unknown,6.070637418599626,870
1982,315,road,,unknown,1.3780158415646708,871
315,1982,road,,unknown,1.3780158415646708,871
435,1986,road,,unknown,4.33805116672009,872
1986,435,road,,unknown,4.33805116672009,872
1986,857,road,,unknown,1.38094735048287,873
857,1986,road,,unknown,1.38094735048287,873
437,1990,road,,unknown,1.9114947805692308,874
1990,437,road,,unknown,1.9114947805692308,874
1990,325,road,,unknown,1.378168076038461,875
325,1990,road,,unknown,1.378168076038461,875
439,1994,road,,unknown,1.9683957245833323,876
1994,439,road,,unknown,1.9683957245833323,876
1994,885,road,,unknown,1.3781758675643312,877
885,1994,road,,unknown,1.3781758675643312,877
441,1998,road,,unknown,2.4177793396238543,878
1998,441,road,,unknown,2.4177793396238543,878
1998,323,road,,unknown,1.3802050387381697,879
323,1998,road,,unknown,1.3802050387381697,879
443,2002,road,,unknown,1.717900437308813,880
2002,443,road,,unknown,1.717900437308813,880
2002,444,road,,unknown,1.3794881865342379,881
444,2002,road,,unknown,1.3794881865342379,881
445,2007,road,,unknown,5.164715851132528,882
2007,445,road,,unknown,5.164715851132528,882
2007,49,road,,unknown,1.37943820269948,883
49,2007,road,,unknown,1.37943820269948,883
447,2011,road,,unknown,9.217316283142123,884
2011,447,road,,unknown,9.217316283142123,884
2011,897,road,,unknown,1.379488455730345,885
897,2011,road,,unknown,1.379488455730345,885
449,2015,road,,unknown,1.5819568856514292,886
2015,449,road,,unknown,1.5819568856514292,886
2015,450,road,,unknown,1.3769672060156373,887
450,2015,road,,unknown,1.3769672060156373,887
451,2019,road,,unknown,5.3921754027824935,888
2019,451,road,,unknown,5.3921754027824935,888
2019,454,road,,unknown,1.3784290955740173,889
454,2019,road,,unknown,1.3784290955740173,889
453,452,road,,unknown,1.3715966886657018,890
452,453,road,,unknown,1.3715966886657018,890
455,2037,road,,unknown,114.42815651173912,891
2037,455,road,,unknown,114.42815651173912,891
2037,452,road,,unknown,1.3763174478765454,892
452,2037,road,,unknown,1.3763174478765454,892
457,2041,road,,unknown,16.161049493466447,893
2041,457,road,,unknown,16.161049493466447,893
2041,458,road,,unknown,1.3722385245597235,894
458,2041,road,,unknown,1.3722385245597235,894
459,2047,road,,unknown,65.19300714172452,895
2047,459,road,,unknown,65.19300714172452,895
2047,460,road,,unknown,1.3761660055651483,896
460,2047,road,,unknown,1.3761660055651483,896
461,2052,road,,unknown,78.53369207298509,897
2052,461,road,,unknown,78.53369207298509,897
2052,297,road,,unknown,1.3748800461870696,898
297,2052,road,,unknown,1.3748800461870696,898
463,2056,road,,unknown,1.1591964472389837,899
2056,463,road,,unknown,1.1591964472389837,899
2056,454,road,,unknown,1.3803319410076769,900
454,2056,road,,unknown,1.3803319410076769,900
465,2060,road,,unknown,1.172427918899708,901
2060,465,road,,unknown,1.172427918899708,901
2060,2062,road,,unknown,1.380072339649161,902
2062,2060,road,,unknown,1.380072339649161,902
467,2064,road,,unknown,1.1535032593310255,903
2064,467,road,,unknown,1.1535032593310255,903
2064,751,road,,unknown,1.3800854933791409,904
751,2064,road,,unknown,1.3800854933791409,904
469,2068,road,,unknown,0.7134701469055326,905
2068,469,road,,unknown,0.7134701469055326,905
2068,267,road,,unknown,1.3785631145146344,906
267,2068,road,,unknown,1.3785631145146344,906
471,2072,road,,unknown,3.4089659135028785,907
2072,471,road,,unknown,3.4089659135028785,907
2072,795,road,,unknown,1.378467916959152,908
795,2072,road,,unknown,1.378467916959152,908
473,2077,road,,unknown,6.358560259812936,909
2077,473,road,,unknown,6.358560259812936,909
2077,41,road,,unknown,1.3769150705988693,910
41,2077,road,,unknown,1.3769150705988693,910
475,2081,road,,unknown,2.0642854111482247,911
2081,475,road,,unknown,2.0642854111482247,911
2081,2083,road,,unknown,1.374732314283662,912
2083,2081,road,,unknown,1.374732314283662,912
2084,2085,road,,unknown,14.122196538861056,913
2085,2084,road,,unknown,14.122196538861056,913
2085,476,road,,unknown,1.3787552355407813,914
476,2085,road,,unknown,1.3787552355407813,914
477,2089,road,,unknown,51.769287923230365,915
2089,477,road,,unknown,51.769287923230365,915
2089,478,road,,unknown,1.3787476131268548,916
478,2089,road,,unknown,1.3787476131268548,916
479,2093,road,,unknown,23.923886326237405,917
2093,479,road,,unknown,23.923886326237405,917
2093,480,road,,unknown,1.378761459841113,918
480,2093,road,,unknown,1.378761459841113,918
481,2097,road,,unknown,25.53647943879294,919
2097,481,road,,unknown,25.53647943879294,919
2097,482,road,,unknown,1.3787599368344168,920
482,2097,road,,unknown,1.3787599368344168,920
483,2101,road,,unknown,21.407153410127773,921
2101,483,road,,unknown,21.407153410127773,921
2101,484,road,,unknown,1.3787096414759632,922
484,2101,road,,unknown,1.3787096414759632,922
485,2105,road,,unknown,1.6470748811063975,923
2105,485,road,,unknown,1.6470748811063975,923
2105,486,road,,unknown,1.377788763831815,924
486,2105,road,,unknown,1.377788763831815,924
487,2109,road,,unknown,2.1026462013066842,925
2109,487,road,,unknown,2.1026462013066842,925
2109,488,road,,unknown,1.377756052934567,926
488,2109,road,,unknown,1.377756052934567,926
489,2113,road,,unknown,0.8814548442504782,927
2113,489,road,,unknown,0.8814548442504782,927
2113,490,road,,unknown,1.377851934362113,928
490,2113,road,,unknown,1.377851934362113,928
491,2117,road,,unknown,7.764184330997113,929
2117,491,road,,unknown,7.764184330997113,929
2117,45,road,,unknown,1.3777516226952384,930
45,2117,road,,unknown,1.3777516226952384,930
493,2121,road,,unknown,2.5446313862955994,931
2121,493,road,,unknown,2.5446313862955994,931
2121,488,road,,unknown,1.3762849992382749,932
488,2121,road,,unknown,1.3762849992382749,932
495,2125,road,,unknown,3.23752614519424,933
2125,495,road,,unknown,3.23752614519424,933
2125,891,road,,unknown,1.3792051599488666,934
891,2125,road,,unknown,1.3792051599488666,934
497,2129,road,,unknown,3.9606610338344335,935
2129,497,road,,unknown,3.9606610338344335,935
2129,99,road,,unknown,1.3774932774146784,936
99,2129,road,,unknown,1.3774932774146784,936
499,2133,road,,unknown,2.699258337951689,937
2133,499,road,,unknown,2.699258337951689,937
2133,905,road,,unknown,1.3783248265353836,938
905,2133,road,,unknown,1.3783248265353836,938
501,2140,road,,unknown,43.19723974588402,939
2140,501,road,,unknown,43.19723974588402,939
2140,2142,road,,unknown,1.3770066099372562,940
2142,2140,road,,unknown,1.3770066099372562,940
503,2144,road,,unknown,23.350876376049836,941
2144,503,road,,unknown,23.350876376049836,941
2144,504,road,,unknown,1.3793690771113178,942
504,2144,road,,unknown,1.3793690771113178,942
505,2148,road,,unknown,29.358041898382154,943
2148,505,road,,unknown,29.358041898382154,943
2148,506,road,,unknown,1.3793990221411292,944
506,2148,road,,unknown,1.3793990221411292,944
507,2152,road,,unknown,19.310453604432276,945
2152,507,road,,unknown,19.310453604432276,945
